ear,mar,pitch,yaw,vit_state,label
0.2596,0.0129,4.75,-10.45,1,0
0.282,0.0,4.14,-10.52,0,0
0.2764,0.0,4.63,-10.35,0,0
0.2621,0.0,5.29,-9.94,0,0
0.2868,0.0,5.3,-10.23,0,0
0.2702,0.0,5.38,-10.47,0,0
0.2796,0.0,4.9,-10.13,0,0
0.2649,0.0,4.66,-9.83,0,0
0.265,0.0123,4.75,-9.97,0,0
0.265,0.0,3.97,-10.18,0,0
0.2718,0.0,3.29,-10.69,0,0
0.2755,0.0129,3.88,-10.81,0,0
0.2891,0.0131,3.7,-10.45,0,0
0.2823,0.0129,3.22,-10.75,0,0
0.2825,0.0126,3.69,-11.08,0,0
0.2831,0.0,3.8,-11.02,0,0
0.1084,0.0,4.31,-11.43,0,0
0.2679,0.0,3.47,-11.25,0,0
0.2953,0.0,3.63,-11.17,0,0
0.2946,0.0,4.15,-11.17,0,0
0.3076,0.0,4.6,-11.46,0,0
0.2767,0.0,4.72,-11.26,0,0
0.2956,0.0128,5.64,-11.11,0,0
0.3036,0.0,6.16,-11.18,1,0
0.3001,0.0,6.94,-11.17,1,0
0.2931,0.0,7.08,-10.83,1,0
0.27,0.0,6.63,-11.49,1,0
0.2831,0.0,6.6,-11.45,0,0
0.2586,0.0,6.16,-11.21,0,0
0.1352,0.0,7.43,-11.41,0,0
0.2416,0.0,7.4,-11.56,0,0
0.2553,0.0132,7.53,-11.5,1,0
0.2838,0.0,7.37,-10.8,1,0
0.2664,0.013,7.42,-11.09,1,0
0.2746,0.0,7.45,-10.8,0,0
0.2527,0.0,7.35,-10.99,1,0
0.2642,0.0,7.58,-11.29,0,0
0.2666,0.0,7.54,-11.08,0,0
0.2703,0.0132,6.93,-11.19,1,0
0.26,0.0,6.8,-11.3,1,0
0.2674,0.0134,7.35,-11.72,1,0
0.2633,0.0,7.62,-11.2,1,0
0.2726,0.0,7.01,-11.61,0,0
0.2731,0.0,6.86,-11.57,0,0
0.2793,0.0,5.98,-11.69,0,0
0.2641,0.0,5.77,-11.79,0,0
0.2779,0.0132,5.51,-11.88,0,0
0.2813,0.0,4.64,-11.3,0,0
0.2843,0.0,5.23,-11.38,1,0
0.2887,0.0,4.94,-11.04,0,0
0.2856,0.0,4.46,-11.54,0,0
0.2875,0.0136,3.95,-11.99,0,0
0.2966,0.0,4.41,-11.3,0,0
0.2815,0.0,4.13,-11.7,0,0
0.2819,0.0,4.74,-11.19,0,0
0.2793,0.0,5.13,-11.74,0,0
0.26,0.0,4.43,-11.51,0,0
0.2797,0.0,3.53,-11.24,0,0
0.2823,0.0,3.66,-11.22,0,0
0.2788,0.0,4.57,-11.42,0,0
0.1561,0.0,4.59,-10.89,0,0
0.2669,0.0,4.08,-10.91,0,0
0.2582,0.0,4.08,-10.94,0,0
0.2747,0.0,4.28,-10.85,0,0
0.2493,0.0127,3.62,-10.88,0,0
0.278,0.0,3.01,-10.59,0,0
0.2558,0.0,3.52,-10.91,0,0
0.2763,0.0127,4.59,-11.06,0,0
0.2682,0.0,4.73,-11.04,0,0
0.2751,0.0,4.7,-11.15,0,0
0.2614,0.0,5.38,-11.39,0,0
0.2813,0.0,4.65,-10.86,1,0
0.2685,0.0,4.86,-11.02,0,0
0.2802,0.0,5.2,-10.75,0,0
0.2721,0.0,4.78,-10.99,0,0
0.2875,0.0129,4.0,-10.65,0,0
0.2932,0.0,3.83,-10.85,0,0
0.2694,0.0131,3.45,-10.99,0,0
0.2085,0.0127,4.5,-10.87,0,0
0.2251,0.0,4.33,-10.82,0,0
0.2409,0.0126,4.25,-11.25,0,0
0.2562,0.0,4.73,-10.48,0,0
0.2564,0.0184,4.18,-11.12,0,0
0.2608,0.0,4.03,-10.72,0,0
0.2438,0.0,4.77,-11.04,0,0
0.2581,0.0,4.74,-11.0,0,0
0.2594,0.0,4.93,-10.8,0,0
0.2504,0.0124,5.96,-10.78,0,0
0.251,0.0125,6.13,-11.35,1,0
0.2565,0.0,6.34,-11.38,1,0
0.2533,0.0,6.07,-11.11,0,0
0.2498,0.0,4.91,-10.56,0,0
0.2722,0.0,2.92,-10.64,0,0
0.1759,0.0,2.16,-10.38,0,0
0.2728,0.0131,0.7,-10.22,1,0
0.2658,0.0133,0.57,-10.43,1,0
0.2797,0.0185,1.28,-10.36,0,0
0.2771,0.0,0.98,-10.22,0,0
0.2731,0.0,0.96,-10.1,1,0
0.2668,0.0,0.3,-9.81,0,0
0.2716,0.0,1.8,-9.78,0,0
0.2678,0.0125,1.82,-10.01,0,0
0.2678,0.0,1.97,-10.23,0,0
0.2486,0.0,2.97,-10.28,0,0
0.2615,0.0128,2.64,-10.59,0,0
0.2664,0.0,3.1,-10.44,0,0
0.2406,0.0,3.19,-10.82,0,0
0.2556,0.0,3.39,-10.66,0,0
0.2451,0.0,3.56,-10.99,0,0
0.2431,0.0123,3.72,-10.53,0,0
0.251,0.0,2.88,-10.4,0,0
0.2499,0.0,3.11,-10.68,0,0
0.2405,0.0,4.05,-10.75,0,0
0.2631,0.0,3.49,-10.49,0,0
0.26,0.0,3.53,-10.85,0,0
0.2483,0.0,4.06,-10.76,0,0
0.2512,0.0,3.75,-10.53,0,0
0.241,0.0,3.77,-10.74,0,0
0.2682,0.0,3.4,-10.64,0,0
0.243,0.0126,3.18,-10.67,0,0
0.2394,0.0,2.98,-10.83,0,0
0.1439,0.0126,3.78,-10.66,0,0
0.2189,0.0,3.75,-10.63,0,0
0.2494,0.0,3.32,-10.44,0,0
0.2285,0.0,3.48,-10.49,0,0
0.2413,0.0,3.61,-10.58,0,0
0.2291,0.0125,3.87,-10.57,0,0
0.2473,0.0,3.49,-10.85,0,0
0.2674,0.0129,3.47,-11.14,0,0
0.2458,0.0,3.79,-10.66,1,0
0.2485,0.0,3.67,-10.91,0,0
0.2656,0.0128,3.87,-11.08,0,0
0.2575,0.0,4.61,-10.87,0,0
0.2617,0.0,5.0,-10.93,0,0
0.2598,0.0183,4.49,-11.23,0,0
0.2628,0.0,4.93,-10.95,0,0
0.3278,0.0,3.98,-11.62,0,0
0.3159,0.0,5.06,-13.1,0,0
0.3443,0.0,5.19,-13.12,0,0
0.3074,0.0,4.62,-12.85,0,0
0.3242,0.0132,4.74,-12.99,0,0
0.3244,0.0,4.14,-12.87,0,0
0.3104,0.0,4.36,-12.93,0,0
0.3041,0.0,4.73,-12.92,0,0
0.3006,0.0,4.36,-12.96,0,0
0.2994,0.0133,4.78,-12.67,0,0
0.3018,0.0,5.04,-12.87,0,0
0.2989,0.019,4.47,-12.89,0,0
0.3211,0.0133,4.96,-13.07,0,0
0.3177,0.0,5.05,-13.19,0,0
0.3081,0.0,4.52,-13.09,0,0
0.3009,0.0134,4.76,-12.9,0,0
0.3024,0.0,4.78,-12.7,0,0
0.3052,0.0,4.7,-12.91,0,0
0.313,0.0133,4.75,-13.0,0,0
0.3,0.0,4.7,-12.94,0,0
0.3044,0.0,4.35,-12.65,0,0
0.2882,0.0,4.7,-12.7,0,0
0.2903,0.0,4.02,-12.64,0,0
0.3038,0.0,4.25,-12.57,0,0
0.2882,0.0,4.65,-12.86,0,0
0.2887,0.0,4.66,-13.0,0,0
0.2974,0.0,4.26,-12.41,0,0
0.3103,0.0,4.67,-12.71,0,0
0.2895,0.0,4.95,-12.97,0,0
0.2715,0.0133,4.6,-12.92,0,0
0.294,0.0,4.24,-12.93,0,0
0.2955,0.0,4.94,-13.25,0,0
0.2802,0.0,4.75,-12.85,0,0
0.2965,0.0,4.96,-13.03,0,0
0.2918,0.0,4.88,-12.85,0,0
0.2894,0.0,4.75,-13.1,0,0
0.2971,0.0,4.75,-12.86,0,0
0.2689,0.0,4.37,-12.56,0,0
0.2767,0.0,4.88,-12.93,0,0
0.2724,0.0,4.44,-12.73,0,0
0.2449,0.0,4.37,-13.16,0,0
0.2549,0.0138,4.15,-13.47,0,0
0.2189,0.0,5.2,-13.6,0,0
0.2764,0.0149,5.18,-13.6,0,0
0.2874,0.0,5.5,-13.9,0,0
0.2668,0.0,4.84,-13.54,0,0
0.0842,0.014,4.76,-13.76,0,0
0.2452,0.0,2.02,-11.08,0,0
0.2668,0.0,-0.01,-8.82,0,0
0.2599,0.0,-1.19,-6.36,0,0
0.2329,0.0,-0.63,-6.45,0,0
0.2363,0.0,-0.65,-7.22,0,0
0.2658,0.0,-1.17,-8.42,1,0
0.2683,0.0,-1.09,-8.88,0,0
0.2738,0.0,-1.07,-8.87,1,0
0.259,0.0,-0.58,-9.38,0,0
0.2727,0.0,-0.41,-9.01,0,0
0.265,0.0,-0.51,-9.32,0,0
0.2695,0.0,0.3,-9.62,0,0
0.264,0.0128,1.82,-9.55,0,0
0.2858,0.0,2.02,-9.53,0,0
0.2965,0.0,2.4,-9.79,0,0
0.2709,0.0,2.4,-10.05,0,0
0.2834,0.0,3.01,-10.03,0,0
0.2758,0.0,2.62,-10.54,0,0
0.2869,0.0124,3.19,-9.96,0,0
0.2876,0.0127,4.55,-10.71,0,0
0.2902,0.0,5.07,-10.06,0,0
0.2899,0.0122,4.73,-10.17,0,0
0.284,0.0,4.69,-10.59,0,0
0.0926,0.0121,5.16,-10.08,0,0
0.2398,0.0,4.19,-10.66,0,0
0.2519,0.0,4.74,-10.33,1,0
0.2713,0.0,4.93,-10.15,1,0
0.2579,0.0178,4.07,-10.9,0,0
0.2852,0.0,4.53,-10.34,0,0
0.269,0.0,4.79,-10.39,0,0
0.2785,0.0,4.56,-10.75,0,0
0.2783,0.0,4.79,-10.88,0,0
0.2742,0.0,5.42,-10.86,0,0
0.2826,0.0,5.3,-10.67,0,0
0.2752,0.0178,4.86,-11.07,0,0
0.273,0.0,5.49,-11.03,0,0
0.2792,0.0125,5.48,-10.85,0,0
0.2939,0.0,6.1,-11.08,0,0
0.2773,0.0,5.92,-10.83,0,0
0.2786,0.0173,6.53,-11.14,0,0
0.2857,0.0126,6.2,-11.37,0,0
0.2995,0.0,6.08,-11.49,0,0
0.2809,0.0,6.22,-11.47,0,0
0.2887,0.0,5.76,-11.21,0,0
0.271,0.0,6.14,-11.99,1,0
0.299,0.0124,6.02,-11.49,0,0
0.2808,0.0,6.12,-11.75,1,0
0.2863,0.0,6.95,-12.04,0,0
0.2873,0.0126,6.41,-11.67,1,0
0.2732,0.0178,6.27,-11.46,0,0
0.2857,0.0127,5.81,-11.62,0,0
0.283,0.0,6.61,-11.46,0,0
0.2949,0.0126,6.43,-11.38,0,0
0.2397,0.0106,2.88,3.7,0,0
0.2221,0.0,2.76,4.13,0,0
0.212,0.0,2.62,4.14,0,0
0.2186,0.0,2.1,4.84,0,0
0.2267,0.011,3.26,5.32,0,0
0.219,0.0,2.89,5.72,0,0
0.2245,0.0,2.26,6.13,0,0
0.2236,0.0,1.46,5.94,0,0
0.2141,0.0109,2.3,5.82,0,0
0.2078,0.0,2.69,5.95,0,0
0.1972,0.0,2.29,6.03,0,0
0.1996,0.0109,2.51,4.14,0,0
0.1997,0.0,2.97,3.08,0,0
0.2028,0.0,2.67,2.58,0,0
0.2204,0.0106,2.12,1.51,0,0
0.1972,0.0,1.56,0.08,0,0
0.2188,0.0,1.97,-2.23,0,0
0.1712,0.0102,2.21,-3.96,0,0
0.2587,0.0,2.33,-10.68,0,0
0.2837,0.0124,3.49,-14.14,1,0
0.3446,0.0132,3.2,-14.77,1,0
0.3385,0.0304,3.54,-15.2,1,0
0.356,0.0,3.99,-14.85,1,0
0.3971,0.0198,5.31,-16.47,1,0
0.4113,0.0,4.95,-16.08,1,0
0.4162,0.0146,3.94,-17.14,0,0
0.4678,0.0,3.89,-16.23,1,0
0.4423,0.0149,4.62,-16.41,1,0
0.3858,0.0149,4.75,-16.16,1,0
0.4491,0.0149,5.01,-16.78,1,0
0.3914,0.0214,4.62,-16.1,0,0
0.4287,0.0142,3.68,-16.05,1,0
0.3681,0.0,2.2,-15.22,1,0
0.3819,0.0,2.83,-15.63,1,0
0.3998,0.0193,2.71,-15.15,1,0
0.3999,0.0142,2.44,-15.38,1,0
0.3524,0.0452,1.15,-14.79,1,0
0.1313,0.0936,1.62,-9.18,0,0
0.0792,0.0443,1.22,4.89,0,0
0.207,0.0,0.06,15.16,0,0
0.5737,0.0374,1.3,16.02,0,0
0.5821,0.0164,0.73,20.06,0,0
0.7502,0.0,0.18,21.23,0,0
0.4713,0.0209,0.72,20.52,0,0
0.5153,0.0207,0.32,19.28,0,0
0.4067,0.0203,0.45,19.61,0,0
0.3064,0.0136,-0.37,17.42,0,0
0.0963,0.0,-1.85,13.58,0,0
0.079,0.0125,-2.84,8.14,0,0
0.2263,0.0118,-3.11,6.26,0,0
0.2159,0.0,-3.59,5.61,0,0
0.2531,0.0,-5.33,4.39,0,0
0.2366,0.0,-4.83,4.34,0,0
0.2517,0.0,-5.04,3.56,0,0
0.1807,0.0,-4.73,3.38,0,0
0.2465,0.0,-4.54,3.87,0,0
0.2675,0.0172,-4.13,5.06,0,0
0.0788,0.0172,-2.26,8.38,0,0
0.2641,0.0141,-1.42,14.97,0,0
0.7866,0.0168,-2.34,20.56,0,0
0.5238,0.0148,0.98,21.62,0,0
0.5657,0.0143,3.85,20.76,0,0
0.5819,0.0148,2.57,21.4,0,0
0.4295,0.0211,1.11,21.5,0,0
0.5228,0.0376,-0.43,21.92,0,0
0.511,0.0177,-2.83,22.39,1,0
0.3267,0.0415,-4.28,20.91,0,0
0.4058,0.0213,-3.6,19.88,0,0
0.4848,0.0252,-2.72,20.02,1,0
0.4194,0.0166,-2.79,19.46,0,0
0.3997,0.0199,-1.47,18.78,0,0
0.3458,0.0,0.07,19.34,0,0
0.3045,0.0144,0.8,17.29,0,0
0.3162,0.0129,0.34,14.8,0,0
0.2725,0.0121,-0.71,12.55,0,0
0.2608,0.0171,-0.81,11.98,0,0
0.2937,0.0,-1.03,11.47,0,0
0.2749,0.0,-0.96,11.33,0,0
0.2753,0.0123,-1.34,11.46,0,0
0.3067,0.0,-1.02,11.36,0,0
0.2881,0.0,-0.99,11.38,0,0
0.2954,0.0,-1.24,11.2,0,0
0.2853,0.0,-1.22,11.04,0,0
0.3099,0.0,-0.66,11.04,0,0
0.3067,0.013,-0.8,11.21,0,0
0.2948,0.0,-0.65,11.31,0,0
0.3126,0.0183,-0.69,11.45,0,0
0.2984,0.0,-0.45,11.19,0,0
0.3039,0.0,-0.24,11.42,0,0
0.3003,0.0,-0.57,11.17,0,0
0.3125,0.013,-1.09,11.15,0,0
0.117,0.0,-0.01,12.02,0,0
0.2272,0.021,0.47,16.63,0,0
0.9613,0.0363,-0.32,20.99,0,0
0.9697,0.0238,-0.82,21.75,0,0
1.0982,0.0,-2.2,21.42,0,0
0.9619,0.0182,-3.79,20.48,0,0
0.3101,0.0,-2.78,20.07,0,0
0.5003,0.0202,-2.23,20.82,0,0
0.2746,0.0,5.54,-9.86,0,0
0.2683,0.0,5.32,-9.99,0,0
0.2684,0.0,5.56,-9.91,0,0
0.2473,0.0,5.52,-10.04,0,0
0.2773,0.0124,6.08,-9.88,0,0
0.2733,0.0,5.98,-10.03,0,0
0.2443,0.0,5.75,-9.86,0,0
0.2458,0.0,5.86,-10.14,0,0
0.2742,0.0,6.0,-10.14,0,0
0.2317,0.0,6.36,-10.08,0,0
0.2699,0.0,6.22,-10.32,0,0
0.2722,0.0,5.83,-10.16,0,0
0.2699,0.0,5.49,-9.9,0,0
0.2828,0.0127,5.98,-10.19,0,0
0.2573,0.0122,6.13,-10.12,0,0
0.254,0.0,6.18,-10.07,0,0
0.2707,0.0125,5.6,-9.97,0,0
0.272,0.0,5.77,-9.53,0,0
0.2475,0.0,5.3,-9.46,0,0
0.281,0.0,4.98,-9.76,0,0
0.2719,0.0,5.63,-10.07,0,0
0.2483,0.0,5.59,-11.16,0,0
0.2498,0.0,5.13,-11.91,0,0
0.2793,0.0,5.49,-12.78,0,0
0.235,0.0,5.96,-13.27,0,0
0.2524,0.0203,5.8,-13.55,0,0
0.1124,0.0,6.22,-12.85,0,0
0.3099,0.0,5.57,-12.79,0,0
0.3133,0.0,5.0,-12.23,0,0
0.3193,0.0,6.14,-12.67,1,0
0.295,0.0,6.55,-12.33,0,0
0.3271,0.0,5.93,-12.15,0,0
0.2849,0.0,5.65,-11.89,0,0
0.3202,0.0,5.81,-11.74,0,0
0.3067,0.0,5.38,-11.82,0,0
0.3134,0.0,5.56,-12.23,0,0
0.309,0.0,5.95,-11.76,0,0
0.3204,0.0,5.65,-12.11,0,0
0.329,0.0,6.35,-12.25,0,0
0.3181,0.0,6.43,-12.31,0,0
0.33,0.0,6.09,-12.13,0,0
0.3204,0.0,5.85,-12.21,0,0
0.3008,0.0,5.91,-12.38,0,0
0.3074,0.0,5.78,-12.25,0,0
0.3016,0.0,6.1,-12.48,0,0
0.2921,0.0,6.51,-12.32,0,0
0.2674,0.0126,6.52,-12.24,0,0
0.3066,0.0,6.01,-12.22,0,0
0.2906,0.0,6.15,-11.95,0,0
0.3058,0.0,6.84,-12.16,0,0
0.3009,0.0129,6.46,-12.4,0,0
0.2886,0.0129,6.2,-12.19,1,0
0.3076,0.0,5.94,-12.06,0,0
0.2957,0.0,6.24,-11.87,0,0
0.2878,0.0,6.54,-11.94,1,0
0.2678,0.0,6.73,-11.99,1,0
0.3096,0.0,6.4,-12.36,1,0
0.2967,0.0126,6.41,-11.91,0,0
0.2673,0.0123,6.04,-11.96,0,0
0.2859,0.0,5.71,-11.43,0,0
0.2981,0.0,5.91,-11.4,0,0
0.2971,0.0,6.35,-11.41,0,0
0.2966,0.0,6.08,-11.28,0,0
0.2895,0.0,5.57,-11.46,0,0
0.2984,0.0,5.81,-11.44,0,0
0.3052,0.0,5.91,-10.98,0,0
0.2941,0.0,5.4,-11.52,0,0
0.2982,0.0,5.62,-11.49,0,0
0.2875,0.0,5.19,-11.51,0,0
0.2904,0.0,5.53,-11.17,0,0
0.2834,0.0,5.2,-11.42,0,0
0.2946,0.0,5.4,-11.34,0,0
0.2978,0.0,5.3,-11.0,0,0
0.3014,0.0,5.28,-11.35,0,0
0.2869,0.0,5.74,-11.48,0,0
0.3042,0.0,5.72,-11.61,0,0
0.2935,0.0,5.85,-11.63,0,0
0.303,0.0,5.97,-11.39,0,0
0.298,0.0,5.39,-11.37,0,0
0.2798,0.0127,5.94,-11.66,0,0
0.3061,0.0,5.59,-11.55,0,0
0.2883,0.0,5.72,-11.64,0,0
0.2799,0.0124,5.74,-11.36,0,0
0.286,0.0,6.02,-11.45,0,0
0.3048,0.0,6.31,-11.96,0,0
0.3007,0.0,6.37,-12.02,0,0
0.2856,0.0126,6.04,-11.71,0,0
0.282,0.0123,6.39,-10.89,1,0
0.2903,0.0,6.09,-11.01,1,0
0.2953,0.0,6.52,-10.84,1,0
0.2783,0.0,6.94,-10.32,1,0
0.2752,0.0,6.91,-10.51,1,0
0.2778,0.0124,6.32,-10.34,1,0
0.296,0.0,6.21,-10.34,0,0
0.2786,0.0122,6.55,-9.92,1,0
0.2803,0.0,6.38,-9.61,0,0
0.2806,0.0,6.23,-9.58,0,0
0.2605,0.0,6.46,-9.49,1,0
0.2419,0.0,6.25,-8.92,0,0
0.2514,0.0,7.02,-8.59,0,0
0.2713,0.0,5.99,-9.78,0,0
0.2588,0.0,6.73,-7.93,0,0
0.2519,0.0,7.02,-7.2,0,0
0.2574,0.0,6.61,-6.77,0,0
0.1507,0.0,7.14,-6.34,0,0
0.2387,0.0,7.15,-6.6,0,0
0.0461,0.0121,8.2,-6.56,1,0
0.1783,0.0,6.94,-7.02,0,0
0.2634,0.0122,6.63,-7.06,0,0
0.2515,0.0,7.05,-7.5,0,0
0.2559,0.0122,6.48,-7.86,0,0
0.2483,0.0124,6.3,-8.41,0,0
0.2497,0.0,7.1,-8.55,0,0
0.2349,0.0,7.06,-8.86,0,0
0.2234,0.0121,6.5,-8.81,0,0
0.238,0.0,6.29,-9.57,0,0
0.2521,0.0,5.49,-9.97,0,0
0.2544,0.0121,5.68,-9.71,0,0
0.2618,0.0125,6.15,-9.71,0,0
0.2646,0.0,6.3,-9.77,0,0
0.2669,0.0,7.58,-9.76,0,0
0.2563,0.0,7.5,-10.66,0,0
0.2732,0.0,7.05,-10.91,1,0
0.2642,0.0,7.35,-10.71,0,0
0.2456,0.0,6.91,-11.17,0,0
0.2723,0.0125,6.94,-10.99,1,0
0.2725,0.0126,6.94,-10.98,0,0
0.259,0.0,7.11,-11.31,0,0
0.2713,0.0,7.16,-11.12,0,0
0.2559,0.0,6.45,-11.07,1,0
0.2448,0.0125,6.61,-11.02,0,0
0.2785,0.0,6.97,-10.77,1,0
0.2666,0.0,6.84,-10.93,1,0
0.2055,0.0,6.11,-11.17,0,0
0.216,0.0,6.67,-10.73,0,0
0.2611,0.0,6.12,-10.94,0,0
0.2585,0.0,6.54,-10.96,0,0
0.263,0.0,6.58,-11.08,0,0
0.2701,0.0,6.16,-11.19,0,0
0.2717,0.0,6.48,-11.44,0,0
0.2527,0.0126,6.43,-11.02,1,0
0.2672,0.0,6.77,-10.98,0,0
0.2467,0.0,6.32,-11.3,0,0
0.2598,0.0,5.94,-11.41,1,0
0.2712,0.0,6.09,-11.33,1,0
0.2693,0.0181,5.73,-11.57,0,0
0.2613,0.0,6.5,-11.46,1,0
0.2809,0.0,6.24,-11.07,1,0
0.2884,0.0,6.52,-11.22,1,0
0.274,0.0,7.25,-11.38,1,0
0.2524,0.0,7.2,-11.27,1,0
0.2643,0.0123,7.42,-11.55,1,0
0.2662,0.0,6.65,-11.16,1,0
0.2565,0.0123,6.36,-11.06,1,0
0.2611,0.0,5.89,-11.32,0,0
0.2619,0.0126,6.02,-11.17,0,0
0.2603,0.0124,6.21,-11.3,1,0
0.267,0.0,6.2,-11.0,1,0
0.2707,0.0,6.14,-11.05,1,0
0.2792,0.0,6.43,-10.97,0,0
0.2701,0.0,6.35,-10.9,1,0
0.2779,0.0,6.3,-11.2,1,0
0.268,0.0,6.38,-11.28,1,0
0.2612,0.0,6.34,-11.35,1,0
0.2192,0.0175,6.39,-10.96,0,0
0.2412,0.0,5.9,-10.6,0,0
0.2678,0.0,5.41,-10.8,0,0
0.1121,0.0,6.16,-10.56,0,0
0.2421,0.0,6.01,-10.96,1,0
0.2672,0.0,6.22,-10.71,0,0
0.2554,0.0,5.66,-11.01,0,0
0.2513,0.0,6.46,-11.07,1,0
0.2488,0.0,6.54,-11.06,0,0
0.2715,0.0,6.82,-11.21,1,0
0.2446,0.0,6.32,-10.71,0,0
0.2475,0.0,5.66,-10.67,0,0
0.2552,0.0,5.19,-10.61,0,0
0.2456,0.0,5.14,-10.63,0,0
0.2396,0.0,5.46,-10.98,0,0
0.265,0.0123,6.09,-10.25,0,0
0.2556,0.0,5.42,-10.98,0,0
0.2469,0.0,5.63,-10.75,0,0
0.246,0.0,5.91,-10.56,0,0
0.2365,0.0,5.45,-10.73,0,0
0.2528,0.0,5.27,-10.54,0,0
0.2642,0.0,5.72,-10.68,0,0
0.2471,0.0,6.06,-10.56,0,0
0.2517,0.0,5.56,-10.67,0,0
0.2672,0.0,5.89,-10.76,0,0
0.2639,0.0,5.98,-10.49,0,0
0.2585,0.0,5.65,-10.37,0,0
0.251,0.0,5.66,-10.24,0,0
0.26,0.0,5.66,-10.26,0,0
0.2484,0.0,6.04,-10.11,0,0
0.2678,0.0,5.78,-10.4,0,0
0.2514,0.0,5.68,-10.24,0,0
0.2404,0.0,5.7,-10.33,0,0
0.2433,0.0,5.48,-9.81,0,0
0.2388,0.0,6.01,-9.71,1,0
0.2598,0.0,6.09,-9.79,0,0
0.2714,0.0126,7.04,-10.7,0,0
0.2537,0.0,6.54,-9.4,0,0
0.2618,0.0127,7.0,-9.43,0,0
0.2454,0.0,6.53,-9.63,1,0
0.273,0.0,6.49,-9.26,0,0
0.26,0.0126,5.68,-9.6,0,0
0.2679,0.0129,5.92,-9.57,0,0
0.2797,0.0178,5.94,-9.91,0,0
0.2616,0.0,6.04,-9.78,1,0
0.2754,0.0,5.57,-9.58,0,0
0.273,0.0126,5.51,-9.25,0,0
0.2609,0.0,5.76,-9.37,0,0
0.2485,0.0,5.63,-9.1,0,0
0.2567,0.0,5.46,-9.51,0,0
0.237,0.0126,5.14,-9.65,0,0
0.2805,0.0,5.05,-10.47,0,0
0.2676,0.0,3.65,-11.3,0,0
0.2778,0.0,3.62,-11.18,0,0
0.2364,0.0,4.39,-12.81,0,0
0.309,0.0,5.39,-13.35,0,0
0.4462,0.0,7.6,-11.35,0,0
0.3939,0.0234,8.29,-13.14,0,0
0.1506,0.0,4.03,-12.62,0,0
0.3006,0.0,2.33,-11.83,0,0
0.2806,0.0,2.28,-10.26,0,0
0.281,0.0126,2.38,-9.32,0,0
0.2441,0.0121,2.67,-8.38,0,0
0.2508,0.0,2.47,-7.61,0,0
0.238,0.0124,2.85,-6.13,0,0
0.2644,0.0,3.37,-5.67,0,0
0.2676,0.0,3.49,-6.25,0,0
0.2358,0.0,4.29,-5.61,0,0
0.2438,0.0,5.05,-6.4,0,0
0.2738,0.0,4.32,-5.91,0,0
0.2755,0.0,4.81,-5.26,0,0
0.2798,0.0,4.68,-4.76,0,0
0.2521,0.0,3.5,-4.93,0,0
0.2429,0.0,3.61,-5.55,0,0
0.2405,0.013,3.58,-6.11,0,0
0.2547,0.0125,3.7,-5.13,0,0
0.2565,0.0176,3.85,-4.36,0,0
0.2468,0.0128,2.86,-2.82,0,0
0.244,0.0,2.81,-1.7,0,0
0.2577,0.0127,3.59,-1.29,0,0
0.2493,0.0128,3.09,-1.98,0,0
0.2548,0.0,2.78,0.04,0,0
0.2936,0.0127,1.05,0.72,0,0
0.2717,0.0,1.91,1.43,0,0
0.2654,0.0,1.82,0.91,0,0
0.2973,0.0,2.2,2.62,0,0
0.299,0.0,2.42,4.81,0,0
0.2883,0.0,2.87,5.62,0,0
0.2766,0.0,2.49,4.88,0,0
0.3009,0.0133,3.02,4.56,0,0
0.2852,0.0,3.1,5.26,0,0
0.2791,0.0,2.52,3.52,0,0
0.2656,0.0,2.28,3.77,0,0
0.2706,0.0186,1.97,1.85,0,0
0.2733,0.0,1.04,2.64,0,0
0.2988,0.0126,1.66,3.12,0,0
0.2866,0.0128,1.6,2.16,0,0
0.3004,0.0,3.02,2.35,0,0
0.3105,0.0,2.87,1.36,0,0
0.2914,0.0133,2.88,0.09,0,0
0.2981,0.0133,3.12,0.22,0,0
0.2799,0.0185,3.14,-0.24,1,0
0.2669,0.0,3.82,-0.81,0,0
0.2798,0.0,4.84,-1.6,0,0
0.2819,0.0131,5.04,-2.7,0,0
0.2735,0.0,4.73,-3.44,0,0
0.2657,0.0,4.3,-3.5,0,0
0.2569,0.0123,4.48,-3.88,0,0
0.2639,0.0,3.93,-5.58,0,0
0.2589,0.0,4.98,-6.8,0,0
0.2437,0.0,5.01,-7.36,0,0
0.2601,0.0127,4.82,-7.2,0,0
0.2713,0.0,4.63,-7.72,0,0
0.2787,0.0,4.93,-8.17,0,0
0.2574,0.0,5.02,-8.53,0,0
0.2619,0.0,4.33,-9.24,0,0
0.2614,0.0,4.54,-9.8,0,0
0.2743,0.0,4.66,-9.77,0,0
0.2855,0.0,4.67,-9.3,0,0
0.282,0.0,5.17,-9.78,0,0
0.2907,0.0,5.89,-10.62,0,0
0.2749,0.0128,6.2,-10.1,0,0
0.2139,0.0178,6.35,-10.52,0,0
0.2532,0.0121,6.93,-9.85,0,0
0.1445,0.0,8.37,-11.9,0,0
0.2447,0.0126,6.67,-10.96,0,0
0.2711,0.0,4.92,-9.45,0,0
0.2756,0.0,5.37,-10.46,0,0
0.2727,0.0,5.98,-9.5,0,0
0.2843,0.0132,6.98,-9.93,0,0
0.2654,0.0123,6.94,-9.44,0,0
0.2615,0.0,7.24,-9.85,0,0
0.22,0.0,7.15,-9.65,0,0
